Reaction	EC-Number	In-Pathway	Common-Name	Names
2.8.2.26-RXN	EC-2.8.2.26	PWY-6199		Chemical Reactions
RXN-9353		RXN-13194 // PWY-5887	<em>epi</em>-isozizaene 5-monooxygenase	Chemical Reactions
RXN-15227	EC-2.1.1	PWY-7440		Chemical Reactions
RXN-17363	EC-2.3.1.269	PWY-7884		Chemical Reactions
GLUCOSAMINE-KINASE-RXN	EC-2.7.1.8	PWY-6906-1 // PWY-6906		Chemical Reactions
RXN-18443	EC-2.5.1.136			Chemical Reactions
RXN-25130	EC-1.2.1.51			Chemical Reactions
RXN-17339	EC-1.14.12.18	PWY-7747		Chemical Reactions
RXN-23031	EC-1.13.11.61	PWY-8042		Chemical Reactions
RXN-14087	EC-4.2.1.M14	PWY-7189		Chemical Reactions
RXN2G6Z-4	EC-2.3.1.241	PWY-8378		Chemical Reactions
RXNQT-4359	EC-3.2.1.147	PWYQT-4477		Chemical Reactions
RXN-22621	EC-1.7.1.16			Chemical Reactions
3.2.1.65-RXN	EC-3.2.1.65			Chemical Reactions
RXN-25565	EC-1.14.13			Chemical Reactions
RXN-8617	EC-3.1.7.6	PWY-6859 // PWY-6650		Chemical Reactions
RXN-24935	EC-2.4.1			Chemical Reactions
RXN-1602	EC-3.1.1.116 // EC-3.1.1.79 // EC-3.1.1.34	LIPAS-PWY		Chemical Reactions
RXN-23083	EC-6.2.1.69	PWY-8361		Chemical Reactions
RXN-16647	EC-5.1.3.34	PWY-7666		Chemical Reactions
RXN-16844	EC-4.2.1			Chemical Reactions
RXN-13108	EC-1.14.13.178	PWY-6552 // PWY-6999	theophylline <i>N</i>3-demethylase	Chemical Reactions
RXN-15599		PWY-6659		Small-Molecule Reactions
RXN-23254	EC-2.7.7.108			Chemical Reactions
RXN0-5123	EC-2.7.1	PWY1R65-1 // LIPA-CORESYN-PWY		Chemical Reactions
ASPARTYLTRANSFERASE-RXN	EC-2.3.2.7			Chemical Reactions
RXN-23108		PWY-7100		Chemical Reactions
RXN-18273	EC-2.7.7.M12			Chemical Reactions
RXN-19673		PWY-8000 // RXN-19676		Chemical Reactions
RXN1F-160		PWY-5034 // RXN-13189 // PWY-5047	<i>ent</i>-7&alpha;-hydroxykaur-16-en-19-oate monooxygenase	Chemical Reactions
RXN-24513		PWY-8517		Chemical Reactions
RXN-22061				Chemical Reactions
RXN-23582	EC-2.4.1.M85	PWY-8408		Chemical Reactions
RXN-11483	EC-3.1.1.85	PWY-6519		Chemical Reactions
RXN185E-54	EC-2.4.1	PWY185E-6		Chemical Reactions
RXN-24070	EC-3.5.3			Chemical Reactions
RXN-8206	EC-2.3.1.171	PWY-5295		Chemical Reactions
RXN-8208		PWY-5295 // RXN-13411	delphinidin 3-<i>O</i>-(6''-<i>O</i>-malonyl)-&beta;-glucoside 3&prime;-<em>O</em>-glucosyltransferase	Chemical Reactions
RXN-22610	EC-2.7.8.13			Chemical Reactions
RXN-17104	EC-3.6.1.68	PWY-8176		Chemical Reactions
RXN0-6427	EC-3.1.7.2	PPGPPMET-PWY		Chemical Reactions
RXN-7985		PWY-5945 // RXN-13185	violaxanthin de-epoxidase	Chemical Reactions
RXN-12547	EC-2.3.1.76			Chemical Reactions
RXN-16239		PWY-7620		Chemical Reactions
UDPNACETYLGLUCOSAMENOLPYRTRANS-RXN	EC-2.5.1.7	PWY-6387 // PWY0-1261 // PWY-7953 // PWY-6386		Chemical Reactions
RXN-20998		PWY-8103 // RXN-20964		Chemical Reactions
2.7.7.61-RXN	EC-2.7.7.61	P2-PWY		Chemical Reactions
RXN-18398	EC-3.5.4.46			Chemical Reactions
RXN-16168	EC-5.1.3			Chemical Reactions
ADENOSINE-NUCLEOSIDASE-RXN	EC-3.2.2.7	PWY-6605		Chemical Reactions
RXN-17149	EC-1.13.11	PWY-7733 // PWY-7734		Chemical Reactions
RXN-19723	EC-1.14.18.11	PWY-2541		Small-Molecule Reactions
RXN0-6938		RXN-20025		Chemical Reactions
ETHAMLY-RXN	EC-4.3.1.7	PWY0-1477		Chemical Reactions
RXN-23279	EC-2.8.2.M5	PWY-8381		Chemical Reactions
RXN-22728		RXN-22726		Chemical Reactions
GALACTOSIDE-3-FUCOSYLTRANSFERASE-RXN	EC-2.4.1.152	PWY-7831 // PWY-7833		Chemical Reactions
RXN-12367	EC-2.4.2.43			Chemical Reactions
RXN-21748		PWY-8179		Chemical Reactions
RXN-25254		RXN-25594 // PWY-8578		Chemical Reactions
RXN-20069	EC-3.5.1.3 // EC-3.5.1.131			Chemical Reactions
RXN-13752	EC-2.1.1.262			Small-Molecule Reactions
RXN66-168	EC-2.4.1.17	PWY66-221		Chemical Reactions
RXN-9299	EC-4.2.3.31			Chemical Reactions
SUCCINATE--COA-LIGASE-GDP-FORMING-RXN	EC-6.2.1.4	PWY66-398		Chemical Reactions
RXN-3166	EC-3.1.1	PWY-1921		Chemical Reactions
RXN-25097	EC-1.11.2.M5			Chemical Reactions
RXN-15750		PWY-7542		Chemical Reactions
RXN-12199	EC-3.6.1.5	PWY-7177		Small-Molecule Reactions
ACETOACETATE-DECARBOXYLASE-RXN	EC-4.1.1.4	PWY-6876 // PWY-6588 // PWY66-367		Chemical Reactions
2.8.3.13-RXN	EC-2.8.3.13			Chemical Reactions
RXN-20565	EC-2.3.1.51	PWY-8055		Chemical Reactions
GLYCEROL-DEHYDRATASE-RXN	EC-4.2.1.30	PWY-7385 // PWY-6130		Chemical Reactions
3-HYDROXYBUTYRYL-COA-DEHYDROGENASE-RXN	EC-1.1.1.157			Chemical Reactions
3.2.1.75-RXN	EC-3.2.1.75			Chemical Reactions
RXN-17264	EC-4.1.1.M4	PWY-7742		Chemical Reactions
HYDROXYPYRROLINEDEH-RXN	EC-1.5.1		pyrroline-hydroxy-carboxylate dehydrogenase	Chemical Reactions
RXN-15197		OCTOPAMINE-DEHYDRATASE-RXN		Chemical Reactions
RXN-13900	EC-2.1.1	PWY-7498 // PWY-7157		Chemical Reactions
RXN-16451				Chemical Reactions
RXN-18434	EC-2.3.1.267			Chemical Reactions
RXN-12196	EC-3.6.1.15	PWY-7185 // RXN-12199		Chemical Reactions
2.3.1.62-RXN	EC-2.3.1.62			Chemical Reactions
RXN-12329	EC-5.4.99.32	PWY-8547 // PWY-8546 // PWY-8545		Chemical Reactions
STREPTOMYCIN-6-KINASE-RXN	EC-2.7.1.72	PWY-5940		Chemical Reactions
RXN-13394	EC-1.2.1.67	PWY-8002 // PWY-7046	4-hydroxybenzaldehyde dehydrogenase	Chemical Reactions
ACYLCOASYN-RXN	EC-6.2.1	FAO-PWY // PWY-7288 // PWY66-391 // PWY-5136	2,3,4-saturated fatty acyl-CoA synthetase	Chemical Reactions
RXN-15732	EC-2.1.1	PWY-6148		Chemical Reactions
RXN-20649	EC-1.2.1.3	PWY-7119		Chemical Reactions
RXN-21930	EC-2.4.1			Chemical Reactions
RXN-25578	EC-1.10.3.M2			Chemical Reactions
RXN-17234	EC-1.1.1.M11	PWY-7742		Chemical Reactions
RXN-25089		PWY-8566		Chemical Reactions
RXN-22900	EC-3.2.1.62			Chemical Reactions
RXN-15955		RXN-19725 // PWY-7572		Chemical Reactions
3.1.4.40-RXN	EC-3.1.4.40			Chemical Reactions
RXN-24001	EC-2.4.1	PWY-8461		Chemical Reactions
RXN-12177	EC-3.2.1.180	PWY-6572		Chemical Reactions
RXN-16739	EC-6.3.2	PWY-7673		Chemical Reactions
RXN-10614	EC-2.8.2.1	PWY-6261		Chemical Reactions
RXN-19296	EC-2.7.8.26	PWY-7961		Chemical Reactions
RXN-10903		PWY-6341		Chemical Reactions
RXN-21327	EC-2.4.1	PWY-8133		Chemical Reactions
SUGAR-PHOSPHATASE-RXN	EC-3.1.3.23			Chemical Reactions
RXN-16240	EC-3.5.99	PWY-7621		Chemical Reactions
R181-RXN	EC-3.7.1.19	P181-PWY		Chemical Reactions
3-METHYLENEOXINDOLE-REDUCTASE-RXN	EC-1.3.1.17			Chemical Reactions
RXN-17238		PWY-7742 // RXN-18537		Chemical Reactions
RXN-17236	EC-2.3.1.261	PWY-7742		Chemical Reactions
RXN-12406	EC-4.2.1.164	PWY-6808		Chemical Reactions
RXN-17309	EC-3.1.2.M2	PWY-7740	mycoketide CoA thiolase	Chemical Reactions
OXALYL-COA-DECARBOXYLASE-RXN	EC-4.1.1.8	PWY-7985 // PWY-6696 // PWY-6695		Chemical Reactions
RXN-12625	EC-3.2.1.52	PWY-6902 // PWY-7822	<i>N,N'</i>-diacetylchitobiose &beta;-<i>N</i>-acetylglucosaminidase	Chemical Reactions
RXN-22198	EC-1.3.1.21	PWY-8238		Chemical Reactions
RXN-10965	EC-3.6.1.52			Chemical Reactions
RXN-22412	EC-1.3.1.M28			Chemical Reactions
RXN-20657	EC-3.2.2.M2			Chemical Reactions
RXN-20733	EC-3.1.8.1			Chemical Reactions
RXN-14978	EC-1.14.14.121	PWY-5672		Chemical Reactions
RXN-14657	EC-1.14.15	PWY-7298		Chemical Reactions
RXN-7621	EC-1.14.14	PWY-5047		Chemical Reactions
RXN-4702	EC-2.4.1.170	PWY-2861		Chemical Reactions
RXN2DNV-34	EC-2.4.1.152	PWY2DNV-5		Chemical Reactions
RXN-19290	EC-1.14.20.14			Chemical Reactions
RXN-18655	EC-3.1.3	PWY-7882		Chemical Reactions
RXN-16465	EC-1.14.14	PWY-7642	aabscisic acid 7'-hydroxylase	Chemical Reactions
RXN-13962	EC-2.3.1.213	PWY-7449		Chemical Reactions
RXN-15042		PWY-6995		Chemical Reactions
RXN-23921				Small-Molecule Reactions
RXN-16165	EC-6.1.1.10	TRNA-CHARGING-PWY		Macromolecule Reactions
RXN-25461	EC-2.3.1.M131	PWY-8597		Chemical Reactions
RXN-11835	EC-5.4.99.21			Chemical Reactions
RXN-23681		PWY-8434		Chemical Reactions
RXN-16313	EC-2.3.2.24	PWY-7511 // RXN-16302		Chemical Reactions
RXN-23685	EC-1.14.14	PWY-8434		Chemical Reactions
RXN-7561	EC-2.3.1.109		ornithine <i>N</i>-succinyltransferase	Chemical Reactions
RXN-18227	EC-3.2.1.147			Chemical Reactions
RXN-4287				Chemical Reactions
RXN-14036		PWY-6326		Chemical Reactions
RXN-14846	EC-2.3.1	PWY-7352 // PWY-7354		Chemical Reactions
LUMAZINESYN-RXN	EC-2.5.1.78	PWY-6168 // PWY-6167 // RIBOSYN2-PWY		Chemical Reactions
RXN-22608	EC-6.3.2.10			Chemical Reactions
RXN-21745		PWY-8179		Chemical Reactions
R-2-METHYLMALATE-DEHYDRATASE-RXN	EC-4.2.1.35	PWY-7698 // PWY-5101		Chemical Reactions
RXN-11651	EC-2.1.1	PWY-6581		Chemical Reactions
RXN-17593		RXN-17599 // PWY-7777		Chemical Reactions
RXN-19118	EC-1.14.19.M18	PWY-7934		Chemical Reactions
RXN-8380		PWY-5364		Chemical Reactions
RXN-20244		PWY-5984		Chemical Reactions
RXN-19022		PWY-7942		Chemical Reactions
RXN-19305	EC-2.7.8.26	PWY-7966		Chemical Reactions
RXN-9182		PWY-5827		Chemical Reactions
2.3.1.164-RXN	EC-2.3.1.164			Small-Molecule Reactions
3-HYDROXYASPARTATE-ALDOLASE-RXN	EC-4.1.3.41	PWY-8576		Chemical Reactions
RXN-9926	EC-1.1.3.41			Chemical Reactions
RXN-25630	EC-3.1.1.20			Chemical Reactions
2.5.1.51-RXN	EC-2.5.1.51	PWY-4961		Chemical Reactions
RXN-25168	EC-2.8.1.q	PWY-8572		Chemical Reactions
RXN-17630	EC-3.5.1.124			Chemical Reactions
RXN-7807	EC-1.14.99.M4	PWY-5132		Chemical Reactions
RXN-23451	EC-1.1.1.141	PWY-8396		Chemical Reactions
RXN-8882	EC-2.4.1	PWY-5666		Chemical Reactions
RXN-12417				Chemical Reactions
RXN-18958		RXN-8184		Chemical Reactions
RXN-8490		PWY-5404		Chemical Reactions
RXN-15071	EC-2.1.1			Chemical Reactions
RXN-16807	EC-1.13.11	PWY-7682		Chemical Reactions
DXS-RXN	EC-2.2.1.7	NONMEVIPP-PWY // PWY-6892 // PWY-6891 // PYRIDOXSYN-PWY // PWY-7560		Chemical Reactions
RXN-10003	EC-2.7.7.81	PWY-6143		Chemical Reactions
RXN18C3-31	EC-2.3.1	PWY18C3-9 // PWY18C3-16	sucrose-4-isovalerate-3-(2-methylbutanoyl)transferase	Chemical Reactions
RXN-8729	EC-2.8.2.14			Chemical Reactions
N-ACETYL-BETA-ALANINE-DEACETYLASE-RXN	EC-3.5.1.21			Chemical Reactions
RXN-8912		PWY-5707		Chemical Reactions
RXN-23371	EC-1.14.11.81			Small-Molecule Reactions
RXN-18621	EC-1.1.99.41	PWY-5292		Chemical Reactions
BSDOSALCAL-RXN	EC-1.14.12	DESULFONATION-PWY		Chemical Reactions
RXN-9385	EC-2.7.7.M12			Chemical Reactions
RXN-23980	EC-2.4.1	PWY-8459		Chemical Reactions
RXN-111	EC-5.4.99.41	PWY-112 // PWY-7251 // PWY-6109		Chemical Reactions
RXN-10832	EC-2.6.1	PWY-7769 // PWY-6322		Chemical Reactions
OLIGOGALACTURONIDE-LYASE-RXN	EC-4.2.2.6			Chemical Reactions
R461-RXN		PWY-5727		Chemical Reactions
RXN-22115	EC-1.14.14.188	PWY-8216		Chemical Reactions
RXN-23803	EC-6.2.1	PWY-8443 // RXN-23807		Chemical Reactions
RXN-11042		PWY-6933		Chemical Reactions
FARNESYLTRANSTRANSFERASE-RXN	EC-2.5.1.29	PWY-5120 // PWY-7492 // PWY-7736 // PWY-7721 // PWY-7720 // PWY-6659 // PWY-7517 // PWY-6691		Chemical Reactions
RXN-19285	EC-1.14.20.14	PWY-8483		Chemical Reactions
RXN-23310		PWY-8383 // RXN-23311		Chemical Reactions
BETA-UREIDOPROPIONASE-RXN	EC-3.5.1.6	PWY-3982		Chemical Reactions
PROSTAGLANDIN-E2-9-REDUCTASE-RXN	EC-1.1.1.189	PWY66-374		Chemical Reactions
RXN-3642	EC-2.1.1.150	PWY-2083		Chemical Reactions
RXN-20301	EC-3.5.99	PWY-8037		Chemical Reactions
RXN-16043	EC-2.3.1.23	PWY-5353		Chemical Reactions
CHONDROITIN-6-SULFOTRANSFERASE-RXN	EC-2.8.2.17	PWY-6567		Chemical Reactions
XMPXAN-RXN	EC-3.1.3.5	PWY-5695 // PWY-6596		Chemical Reactions
RXN-11477	EC-4.2.1.59	PWY-6519		Chemical Reactions
ETHANOLAMINE-KINASE-RXN	EC-2.7.1.82	PWY-7782 // PWY4FS-6 // PWY-3385		Chemical Reactions
RXN-15847	EC-2.1.1			Chemical Reactions
RXN-15811	EC-6.3.2	PWY-7555	cAATRP synthetase	Chemical Reactions
RXN-12798		PWY-8439		Chemical Reactions
RXN-22049	EC-2.4.99.27	PWY-8205		Chemical Reactions
RXN-20386	EC-2.3.1.199			Chemical Reactions
RXN2DNV-26	EC-2.4.1	PWY2DNV-5		Chemical Reactions
RXN-24964		PWY-8554		Chemical Reactions
IODOPHENOL-O-METHYLTRANSFERASE-RXN	EC-2.1.1.26			Chemical Reactions
RXN-21794		PWY-8185		Chemical Reactions
RXN-9562				Chemical Reactions
RXN-6684	EC-1.14.14.110	PWY-6949		Chemical Reactions
RXN-18286	EC-2.4.3.8	PWY-7836		Chemical Reactions
RXN-8761		PWY-7377 // RXN-14314		Chemical Reactions
RXN-8578	EC-1.14.15.26	PWY-5428		Chemical Reactions
RXN-8938		PWY-5731		Chemical Reactions
RXN-21303				Chemical Reactions
RXN-21690	EC-2.3.1.179	PWY-8175		Chemical Reactions
RXN-11637	EC-2.1.1.198			Chemical Reactions
RXN0-6479	EC-3.1.13.1	PWY0-1479		Chemical Reactions
DIMETHUROPORDEHYDROG-RXN	EC-1.3.1.76	PWY-5194 // PWY-5196 // PWY-7377		Chemical Reactions
RXN-12193	EC-2.4.1.25	PWY-6737	4-&alpha;-glucosyltransferase	Chemical Reactions
RXN-525	EC-1.14.14.82	PWY1F-823 // PWY-3101 // PWY-5391 // PWY-5152 // RXN-7782		Chemical Reactions
RXN-17846	EC-2.3.2.6	PWY-7801		Macromolecule Reactions
RXN1G-53	EC-5.3.3.14	PWYG-321	trans-delta2-cis-delta21-C40:2-[acyl-carrier protein] isomerase	Chemical Reactions
RXN-10439	EC-6.3.2.52	PWY-6220		Chemical Reactions
RXN-24764		PWY-8541		Chemical Reactions
HYDROXY-MANDELATE-RACEMASE-RXN	EC-5.1.2.2	4-HYDROXYMANDELATE-DEGRADATION-PWY	hydroxymandelate racemase	Chemical Reactions
RXN-13968	EC-5.2.1	PWY-7170		Chemical Reactions
RXN-6261	EC-6.3.1.10	PWY-7962 // PWY-6269 // PWY-7972		Chemical Reactions
3.1.3.43-RXN	EC-3.1.3.43			Chemical Reactions
RXN-21898	EC-2.4.1			Chemical Reactions
RXN-3202	EC-2.4.1	PWY-1981		Chemical Reactions
RXN-12338	EC-4.2.1.128			Chemical Reactions
RXN-11601	EC-2.1.1.190			Chemical Reactions
5.1.3.17-RXN	EC-5.1.3.17	PWY-6558		Chemical Reactions
RXN-13164	EC-2.4.1.301			Chemical Reactions
RXN-24567	EC-1.1.1.441	PWY-6129		Chemical Reactions
RXN-23519	EC-3.1.1.4	PWY-8395		Chemical Reactions
RXN-2621	EC-2.3.1.133	PWY-8157 // PWY-361 // PWY-6320		Chemical Reactions
RXN-18511	EC-2.7.7.2			Chemical Reactions
RXN-13733	EC-3.5.1.23	PWY-7119		Chemical Reactions
RXN-8731	EC-3.2.1.140			Chemical Reactions
PROPIOIN-SYNTHASE-RXN	EC-4.1.2.35			Chemical Reactions
RXN-18766				Chemical Reactions
2.4.1.67-RXN	EC-2.4.1.67	PWY-5337		Chemical Reactions
RXN-23819	EC-4.1.99			Chemical Reactions
RXN-13005		RXNQT-4312		Chemical Reactions
GLYCOPROTEIN-N-PALMITOYLTRANSFERASE-RXN	EC-2.3.1.M50			Chemical Reactions
RXN-15212	EC-3.1.4.12	PWY-7277 // PWY3DJ-11281		Chemical Reactions
RXN0-7368	EC-4.2.1			Chemical Reactions
ESTRADIOL-17-BETA-DEHYDROGENASE-RXN	EC-1.1.1.62	PWY66-380		Chemical Reactions
RXN-14605	EC-3.2.1.193	RXN-14617 // RXN-14599		Chemical Reactions
RXN-11668	EC-3.1.2			Chemical Reactions
24-DICHLOROPHENOL-6-MONOOXYGENASE-RXN	EC-1.14.13.20	PWY-6085		Chemical Reactions
RXN-20616	EC-2.1.1.354			Small-Molecule Reactions
RXN-22145	EC-2.4.1	PWY-8226		Chemical Reactions
RXN-2501		FLUORENE-DEG-9-ONE-PWY		Chemical Reactions
RXN0-7101				Chemical Reactions
RXN-22475	EC-3.1.3.ak	PWY-8282		Chemical Reactions
RXN-23556	EC-2.3.1			Chemical Reactions
RXN-8460	EC-1.13.11.29	PWY-5394		Chemical Reactions
ANTHRANILATE-N-MALONYLTRANSFERASE-RXN	EC-2.3.1.113			Chemical Reactions
RXN3O-73	EC-4.1.1.130	PWY-7230 // PWY3O-19		Chemical Reactions
RXN-20907		PWY-8081 // RXN-20853		Chemical Reactions
RXN-15921	EC-3.1.1.M28	PWY-8390		Chemical Reactions
FRUCTOSE-6-PHOSPHATE-PHOSPHOKETOLASE-RXN	EC-4.1.2.22	P124-PWY		Chemical Reactions
RXN-12571	EC-6.2.1.44	PWY-6048		Chemical Reactions
RXN-17717	EC-1.3.1.112			Chemical Reactions
RXN18C3-30	EC-2.3.1	PWY18C3-9	sucrose-4-isovalerate-3-isovaleoyltransferase	Chemical Reactions
RXN-9013	EC-2.4.1	PWY-5759		Chemical Reactions
RXN-21006	EC-4.1.2.61			Small-Molecule Reactions
RXN-10696	EC-1.3.3.6	PWY-735		Chemical Reactions
RXN-11366	EC-2.3.1.205	PWY-7059	fumigaclavine B acetylase	Chemical Reactions
RXN-17192	EC-2.3.1	PWY-7769 // PWY-6322		Chemical Reactions
RXN-24718	EC-1.97.1.15	PWY-8533		Chemical Reactions
RXN-9861	EC-5.5.1.7			Chemical Reactions
RXN-8372	EC-1.14.19.10	PWY-5361		Chemical Reactions
RXN-19971	EC-2.3.1.323	PWY-5292		Chemical Reactions
RXN-8135		PWY-5267		Chemical Reactions
RXN-18850	EC-5.1.99.M3	PWY-7913		Chemical Reactions
RXN66-586	EC-3.2.1.62			Chemical Reactions
1.1.1.215-RXN	EC-1.1.1.215	KETOGLUCONMET-PWY		Chemical Reactions
RXN-10880	EC-2.8.2			Chemical Reactions
RXN-22911	EC-2.5.1.157	PWY-8341		Chemical Reactions
3-OXO-5-BETA-STEROID-4-DEHYDROGENASE-RXN	EC-1.3.99.6			Chemical Reactions
RXN-7853	EC-2.5.1.102	PWY-5140		Chemical Reactions
SORBITOL-6-PHOSPHATASE-RXN	EC-3.1.3.50	PWY-5054		Chemical Reactions
RXN-22088	EC-1.14.19.56	PWY-8210		Chemical Reactions
RXN-24170				Chemical Reactions
RXN-18314	EC-6.3.2.50			Chemical Reactions
RXN-24018	EC-2.1.1.M66	PWY-8463		Chemical Reactions
RXN3O-1983		LYSINE-AMINOAD-PWY // P241-PWY // PWY-3081 // RXN-13722		Chemical Reactions
RXN-15326	EC-2.4.2.51	PWY-7678 // PWY-7679 // PWY-7450		Chemical Reactions
RXN-8389	EC-1.14.19.2	PWY-5366		Chemical Reactions
RXN-25086		PWY-8566		Macromolecule Reactions
RXN1F-148	EC-5.5.1.19	PWY-5946 // PWY-5947		Chemical Reactions
RXN-20269	EC-2.3.1	PWY-8035		Chemical Reactions
RXN-9870	EC-1.13.11.M6	PWY-6087 // PWY-6107		Chemical Reactions
RXN-21922	EC-2.4.1			Chemical Reactions
RXN-23787	EC-2.4.1			Chemical Reactions
RXN-12418		PWY-5936		Chemical Reactions
RXN-13765	EC-2.4.1	PWY-7129	quercetin-3-<i>O</i>-glucosyltransferase	Chemical Reactions
BETA-GLUCURONID-RXN	EC-3.2.1.31	PWY-7247		Chemical Reactions
RXN-14147	EC-2.6.1.88			Chemical Reactions
RXN-14917	EC-2.1.1.295	PWY-7436		Chemical Reactions
RXN1G-884	EC-4.2.1.M2	PWYG-321	cis,cis-delta11,29-3-hydroxyC48:2-[acyl-carrier protein] dehydratase	Chemical Reactions
RXN-25333	EC-6.3.5	PWY-8587		Chemical Reactions
1.1.1.145-RXN	EC-1.1.1.145			Chemical Reactions
RXN-15553	EC-6.3.2	PWY-7510	L-arinyl-4-hydroxy-5-phosphonopantanoate-valine ligase	Chemical Reactions
RXN-15733	EC-2.7.6.3	PWY-6148		Chemical Reactions
RXN-11101	EC-1.14.14.147	PWY-2582		Chemical Reactions
4.2.2.22-RXN	EC-4.2.2.22			Chemical Reactions
RXN0-4841	EC-5.1.3.41	PWY0-521		Chemical Reactions
4.99.1.5-RXN	EC-4.8.1.2			Chemical Reactions
RXN-20358	EC-2.3.1.298			Chemical Reactions
2.4.1.23-RXN	EC-2.4.1.23			Chemical Reactions
RXN0-308		PWY-7904 // RXN-25069 // RXN-25010 // RXN8J2-191 // PWY-7888 // RXN-22700 // RXN-22698 // RXN-21566 // PWY-6891 // RXN-20037 // PWY-7891 // PWY-7889 // RXN-9787 // RXN-12588		Chemical Reactions
1.3.99.5-RXN	EC-1.3.1.22			Chemical Reactions
RXN-22684		PWY-8321		Chemical Reactions
2.5.1.69-RXN	EC-2.5.1.69			Chemical Reactions
ABEQUOSYLTRANSFERASE-RXN	EC-2.4.1.60	PWY-8192		Chemical Reactions
P-PANTOCYSLIG-RXN	EC-6.3.2.5	PWY-8342 // COA-PWY		Small-Molecule Reactions
RXN-19363		PWY-7974		Chemical Reactions
RXN-14488	EC-1.14.18.4	PWY-6433	oleoyl-CoA 12-hydroxylase	Chemical Reactions
RXN-25596				Chemical Reactions
RXN-16083	EC-5.4.99	PWY-7599		Chemical Reactions
RXN-23354		PWY-7704		Chemical Reactions
RXN-15793	EC-2.7.1	PWY-6955		Chemical Reactions
RXN-16483	EC-3.1.6.13	PWY-7644		Chemical Reactions
RXN-7657	EC-1.1.1.1	PWY-7396 // PWY-7111 // PWY-5057		Chemical Reactions
RXN-25423	EC-1.1.1.442			Chemical Reactions
RXN-16628	EC-1.3.1.9	PWY-7664		Chemical Reactions
RXN-16305	EC-1.3.98.M5	PWY-7627		Chemical Reactions
PSERTRANSAMPYR-RXN	EC-2.6.1.52	PYRIDOXSYN-PWY		Chemical Reactions
RXN-12765	EC-5.3.99	PWY-6941		Chemical Reactions
RXN-19178	EC-5.5.1.19	PWY-7947		Chemical Reactions
RXN-23014	EC-2.3.2.2	PWY-8355		Chemical Reactions
RXN-20875	EC-1.17.3.M1	PWY-8084	grifolic acid oxidocyclase	Chemical Reactions
RXN-12124	EC-1.3.99.5	PWY-6943		Chemical Reactions
RXN-14990	EC-1.14.14.9	PWY-7398		Chemical Reactions
RXN-12464	EC-2.1.1.230			Chemical Reactions
RXN-12383	EC-2.3.1	TRIGLSYN-PWY		Chemical Reactions
RXN-24936	EC-2.4.1			Chemical Reactions
RXN-24659				Chemical Reactions
RXN-12777	EC-2.3.1	PWY-7592 // PWY-5353	3-oxo-dihomo &gamma; linolenoyl-[acp] synthase	Chemical Reactions
ARYLSULFATE-SULFOTRANSFERASE-RXN	EC-2.8.2.22			Chemical Reactions
RXN-20360	EC-2.3.1.298			Chemical Reactions
RXN-21410		RXN-24007 // PWY-8147		Chemical Reactions
2.4.1.179-RXN	EC-2.4.1.179			Chemical Reactions
RXN-11671	EC-1.14.14.M33	PWY-7634		Chemical Reactions
RXN-22259	EC-2.4.1	PWY-8248		Chemical Reactions
RXN-21251	EC-2.4.1.M64	PWY-8122		Chemical Reactions
LACTATE-2-MONOOXYGENASE-RXN	EC-1.1.3.2			Chemical Reactions
RXN-9815	EC-2.1.1	PWY-7151	3,7-dimethylquercetagetin 3'-methyltransferase	Chemical Reactions
RXN-24970	EC-1.16.9.1	PWY-8556		Chemical Reactions
RXN-23606	EC-4.4.1.43	PWY-8419		Small-Molecule Reactions
RXN-18829		PWY-7911 // RXN-18834		Chemical Reactions
RXN-25616		PWY2DDB-8		Chemical Reactions
RXN-9374				Small-Molecule Reactions
RXN3O-54	EC-2.1.1.201	PWY-7230 // PWY3O-19		Chemical Reactions
RXN-17461		PWY-7760 // RXN-18415		Chemical Reactions
RXN-23850	EC-1.7.99			Chemical Reactions
RXN-18295	EC-2.4.1.62	PWY-7836		Chemical Reactions
RXN-19720	EC-1.14.18.10	PWY-2541 // PWY-8238		Small-Molecule Reactions
RXN-7857		PWY-5140		Chemical Reactions
RXN-8012	EC-2.4.1	PWY-1901		Chemical Reactions
R424-RXN	EC-1.14.15	P481-PWY		Chemical Reactions
ARGININE--TRNA-LIGASE-RXN	EC-6.1.1.19	TRNA-CHARGING-PWY		Macromolecule Reactions
RXN-12204	EC-2.7.9.5	PWY-6724		Chemical Reactions
RXN-18424		RXN-18422		Chemical Reactions
ZEATIN-REDUCTASE-RXN	EC-1.3.1.69			Chemical Reactions
RXN-15409	EC-2.1.1	PWY-7485 // PWY-7483		Chemical Reactions
RXN0-5455	EC-1.2.1.99			Chemical Reactions
PHENOL-BETA-GLUCOSYLTRANSFERASE-RXN	EC-2.4.1.35			Chemical Reactions
RXN-19150	EC-5.5.1.19			Chemical Reactions
GLUTAMINE-N-PHENYLACETYLTRANSFERASE-RXN	EC-2.3.1.14	PWY-6318		Chemical Reactions
RXN-9940	EC-1.5.3.13	PWY-6117		Chemical Reactions
RXN-9176		PWY-5827		Chemical Reactions
RXN-7062	EC-2.4.1	PWY-4421		Chemical Reactions
RXN1G-3232	EC-2.1.1	PWYG-321	cis-&Delta;19-37-hydroxy-38-methyl-C57:1-[acp] methylase/isomerase	Chemical Reactions
RXN-22182		PWY66-374		Chemical Reactions
RXN-16751	EC-2.1.1.106			Small-Molecule Reactions
